Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance,Q1 Balance,Q2 Balance,Q3 Balance,Q4 Balance
9863,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,1,Yes,856,972,942,659,851
9864,No,Air Miles,Postcard,Low,1,Yes,High,2,2,3,No,906.25,1655,1297,512,161
9865,No,Air Miles,Postcard,High,1,No,Low,3,1,3,No,1047.5,1846,1128,933,283
9866,No,Cash Back,Postcard,Medium,1,Yes,Medium,3,1,2,Yes,1524.5,1478,1748,1359,1513
9867,No,Cash Back,Letter,Medium,1,No,High,2,1,5,Yes,817,902,627,805,934
9868,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,1401,975,1249,1509,1871
9869,No,Cash Back,Postcard,High,1,No,Low,3,2,4,Yes,812.25,889,813,684,863
9870,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,No,1264.75,483,1117,1481,1978
9871,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,No,1108.25,1036,432,1363,1602
9872,No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,1292.5,1390,1758,1075,947
9873,No,Points,Letter,High,1,No,Low,2,1,3,No,1003.75,1759,1347,900,9
9874,No,Air Miles,Postcard,High,1,No,High,3,1,4,Yes,1306.25,1013,790,1677,1745
9875,No,Points,Letter,High,1,No,Low,1,2,5,Yes,1031,1809,1384,854,77
9876,No,Air Miles,Postcard,Low,1,No,High,1,2,3,Yes,1312.25,2079,1320,997,853
9877,No,Cash Back,Postcard,Medium,1,No,Low,2,1,1,Yes,1095.25,1391,1402,703,885
9878,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,5,Yes,1737.75,1655,1629,1766,1901
9879,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,3,Yes,802,965,993,669,581
9880,No,Points,Letter,Low,1,No,High,1,1,4,No,920.75,101,852,1253,1477
9881,No,Points,Postcard,Medium,2,No,Low,1,2,4,Yes,1029.5,1911,1171,592,444
9882,No,Points,Postcard,High,1,No,Medium,1,2,5,Yes,927.25,1642,1147,909,11
9883,No,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,297.25,266,455,195,273
9884,No,Cash Back,Postcard,Medium,1,No,High,1,1,2,Yes,1199,1892,1191,1208,505
9885,No,Cash Back,Letter,Low,1,No,High,1,1,5,Yes,972,1867,1139,680,202
9886,No,Air Miles,Letter,Low,1,No,Medium,2,1,5,No,1007,67,785,1456,1720
9887,No,Cash Back,Letter,Medium,1,No,Low,1,2,2,Yes,1244.75,972,1207,1891,909
9888,No,Cash Back,Letter,Medium,2,No,Low,1,1,4,No,251.5,490,228,38,250
9889,No,Air Miles,Postcard,Low,1,No,Low,2,1,4,No,129.75,200,16,167,136
9890,No,Cash Back,Letter,Low,1,Yes,High,2,2,2,Yes,644.5,500,528,647,903
9891,No,Cash Back,Postcard,High,1,No,Medium,3,1,5,Yes,628.25,616,692,620,585
9892,No,Cash Back,Letter,Low,1,No,High,2,2,5,No,1015.75,1503,1270,912,378
9893,Yes,Air Miles,Letter,Medium,2,No,Medium,3,2,3,No,967,2052,1040,666,110
9894,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,952,1624,1325,625,234
9895,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,1379,2033,1793,1078,612
9896,No,Air Miles,Letter,Medium,1,No,Low,4,1,3,Yes,273.75,484,403,41,167
9897,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,976,1557,1311,565,471
9898,Yes,Points,Postcard,High,2,Yes,Low,2,1,3,No,1010.25,1772,1139,781,349
9899,No,Cash Back,Postcard,Medium,1,Yes,High,2,2,3,Yes,952.75,389,918,1621,883
9900,No,Cash Back,Letter,High,1,No,High,4,2,4,Yes,996.75,1712,1398,640,237
9901,No,Air Miles,Letter,Medium,1,No,High,2,2,5,Yes,924,1936,1008,591,161
9902,No,Points,Letter,Medium,2,No,Medium,2,2,3,Yes,962,1667,1101,709,371
9903,No,Points,Letter,Medium,1,Yes,Low,2,2,4,Yes,613.5,607,777,569,501
9904,Yes,Air Miles,Letter,Low,1,No,High,1,1,3,No,921.25,1507,1155,573,450
9905,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,Yes,1217.75,1873,1506,733,759
9906,No,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,1236,1891,1382,822,849
9907,No,Cash Back,Postcard,Low,2,No,High,2,1,3,No,979,1508,817,1155,436
9908,No,Points,Postcard,Low,2,No,Low,2,1,1,Yes,1095.5,1916,1444,778,244
9909,No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,889.25,1916,812,516,313
9910,No,Cash Back,Letter,Low,1,No,Low,1,2,5,No,1251.5,1403,967,2212,424
9911,No,Cash Back,Postcard,Medium,2,No,High,3,2,3,Yes,1131,778,1162,1048,1536
9912,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,No,1318,248,1691,1521,1812
9913,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,No,1073,2109,1304,569,310
9914,No,Points,Letter,Low,1,No,Medium,1,1,3,No,839,906,920,771,759
9915,No,Points,Postcard,High,1,No,High,2,1,4,Yes,852,1452,1092,504,360
9916,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,1164.5,199,966,1696,1797
9917,No,Air Miles,Postcard,Low,1,No,High,2,1,4,Yes,960.25,1915,1037,612,277
9918,No,Points,Postcard,Medium,2,Yes,Medium,3,1,6,No,1350.5,2182,1658,1296,266
9919,No,Cash Back,Postcard,High,1,No,High,2,2,2,No,915.75,900,409,977,1377
9920,No,Points,Letter,Medium,1,No,Low,1,2,3,No,298.5,459,165,196,374
9921,No,Points,Postcard,High,1,Yes,Low,1,1,5,Yes,1119.25,978,1055,1145,1299
9922,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,804,819,822,887,688
9923,No,Points,Postcard,High,1,No,Medium,2,1,5,Yes,1172,812,1094,908,1874
9924,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,No,767.25,633,817,962,657
9925,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1228.25,1008,699,1382,1824
9926,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1023.5,1951,1177,696,270
9927,No,Cash Back,Postcard,Low,1,No,High,2,2,3,Yes,1234.5,761,1691,1634,852
9928,No,Points,Postcard,Medium,1,No,High,1,1,3,No,374.75,459,178,363,499
9929,No,Points,Postcard,Low,1,No,Medium,2,1,5,No,804.75,55,998,1644,522
9930,No,Points,Postcard,Medium,2,Yes,High,1,1,4,Yes,968.75,1727,903,919,326
9931,No,Air Miles,Letter,High,1,No,High,2,1,4,No,1042,171,1435,1978,584
9932,No,Air Miles,Postcard,Medium,1,No,Low,3,2,5,Yes,932.5,1300,853,830,747
9933,No,Air Miles,Letter,High,1,Yes,Medium,1,1,4,Yes,800.75,923,764,678,838
9934,No,Cash Back,Letter,Medium,2,No,High,2,1,4,No,907.5,360,854,912,1504
9935,No,Cash Back,Postcard,High,1,No,Medium,2,1,6,Yes,989.25,1988,1071,625,273
9936,No,Cash Back,Letter,Low,2,No,High,2,1,4,Yes,823.25,1125,654,975,539
9937,No,Points,Letter,High,1,Yes,Low,2,1,5,No,1190.5,494,1262,1010,1996
9938,No,Points,Letter,High,1,No,High,1,1,3,Yes,227,111,39,461,297
9939,No,Points,Letter,Low,1,No,Medium,2,2,4,Yes,1262.5,1630,1296,1186,938
9940,Yes,Air Miles,Postcard,Medium,1,No,Low,3,2,3,No,258.25,119,255,217,442
9941,No,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,992.5,603,544,1339,1484
9942,No,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,4,No,987,1951,1169,736,92
9943,No,Points,Postcard,Medium,1,No,High,3,1,3,No,1017,1543,1387,670,468
9944,No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,964.75,958,822,1578,501
9945,No,Cash Back,Letter,Low,3,No,Medium,2,1,4,Yes,1624.5,1155,1417,2118,1808
9946,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,1708.75,1716,1610,1581,1928
9947,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,No,1074,76,1277,2036,907
9948,No,Air Miles,Postcard,Medium,2,No,Low,1,1,2,Yes,1069.5,449,1360,1931,538
9949,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,No,1025.5,81,914,1568,1539
9950,No,Air Miles,Letter,High,1,Yes,Low,1,2,5,Yes,962.75,805,479,1158,1409
9951,Yes,Air Miles,Letter,Medium,1,No,Medium,2,2,5,No,1040.5,666,1172,1848,476
9952,No,Air Miles,Postcard,High,1,No,Medium,1,1,3,No,1181,1643,1208,1344,529
9953,No,Cash Back,Letter,Low,1,No,Low,2,1,2,Yes,1261.75,945,1451,1564,1087
9954,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,1114,1933,1045,1217,261
9955,No,Cash Back,Letter,Medium,2,No,Low,1,2,3,No,1320.25,800,1581,1948,952
9956,No,Points,Letter,Medium,1,Yes,Low,2,1,4,Yes,1167,125,1782,2064,697
9957,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,167.5,159,199,186,126
9958,No,Cash Back,Letter,Medium,1,No,Medium,3,1,2,Yes,1118.75,259,608,2290,1318
9959,No,Air Miles,Postcard,High,1,No,Medium,3,1,2,Yes,1118,307,645,2015,1505
9960,No,Air Miles,Postcard,Medium,1,No,High,2,2,4,No,964,876,787,929,1264
9961,No,Air Miles,Letter,Medium,1,Yes,Low,1,1,4,Yes,797,687,893,778,830
9962,No,Points,Postcard,Medium,1,No,Medium,3,1,2,No,618.5,734,579,607,554
9963,No,Points,Letter,Medium,1,Yes,Medium,2,2,5,No,781.5,714,901,983,528
9964,No,Cash Back,Letter,Medium,1,No,Low,2,1,5,No,1075.75,970,472,1461,1400
9965,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,726.25,652,770,699,784
9966,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,942.5,1540,1066,680,484
9967,No,Cash Back,Letter,High,1,No,Low,1,1,4,Yes,664.5,658,884,593,523
9968,No,Points,Postcard,High,2,No,High,1,1,3,Yes,1182,348,1137,1929,1314
9969,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,No,1113.25,323,1288,897,1945
9970,No,Air Miles,Letter,Low,2,No,Medium,2,2,3,Yes,1592.75,1593,1529,1679,1570
9971,No,Points,Letter,Low,1,No,High,2,1,1,Yes,1235,1386,659,1964,931
9972,No,Points,Postcard,Medium,1,No,High,2,1,4,No,1172,1011,586,1660,1431
9973,No,Points,Letter,Low,1,No,Medium,2,1,5,Yes,1058.75,893,1565,1200,577
9974,No,Cash Back,Postcard,Low,1,Yes,Medium,3,1,4,Yes,1045.5,1971,1026,798,387
9975,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,897.25,783,1041,979,786
9976,No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1111.75,405,1505,1208,1329
9977,No,Points,Letter,Medium,1,No,High,3,1,2,Yes,1135.25,749,1083,1042,1667
9978,No,Cash Back,Letter,Medium,1,Yes,Low,1,2,5,Yes,1357.25,663,1122,1586,2058
9979,No,Points,Letter,High,1,No,Medium,2,3,3,Yes,994.75,1993,1033,494,459
9980,No,Cash Back,Letter,High,2,No,Medium,2,1,4,No,1090.5,166,1545,1611,1040
9981,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1483.5,1225,1586,1601,1522
9982,No,Air Miles,Letter,Medium,1,No,High,3,1,4,No,1275.25,937,1124,1352,1688
9983,Yes,Points,Postcard,Low,1,No,Low,2,2,2,No,1145.25,613,1212,1840,916
9984,No,Cash Back,Postcard,Low,1,No,High,3,2,3,No,1357.75,914,960,1795,1762
9985,No,Cash Back,Postcard,High,3,No,High,2,1,2,Yes,835,918,779,752,891
9986,No,Cash Back,Letter,High,1,No,Medium,2,1,2,No,1208.5,459,1384,1095,1896
9987,No,Air Miles,Postcard,High,1,Yes,Medium,2,2,5,No,945.75,1761,1059,607,356
9988,No,Cash Back,Postcard,Low,1,No,Medium,3,1,3,No,1082.75,1830,1441,952,108
9989,No,Points,Letter,High,1,No,Low,2,1,4,Yes,1196,502,1818,1840,624
9990,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,1109,454,1085,1798,1099
9991,No,Air Miles,Letter,High,2,No,High,1,1,5,Yes,1257.75,810,750,1740,1731
9992,No,Air Miles,Letter,Low,1,No,High,1,1,4,Yes,994.25,498,701,1463,1315
9993,No,Points,Postcard,Medium,1,No,High,2,3,5,Yes,1270.75,732,825,1493,2033
9994,No,Cash Back,Postcard,Low,1,Yes,Medium,1,1,3,Yes,1053.25,1577,959,932,745
9995,No,Points,Letter,High,2,No,Medium,2,1,3,Yes,1286.5,1865,1581,1358,342
9996,No,Cash Back,Letter,Medium,1,No,Low,3,2,3,No,204.5,90,237,208,283
9997,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,1484.5,414,1645,2168,1711
9998,No,Points,Letter,Low,1,No,High,3,1,3,Yes,1105,1229,1468,1006,717
9999,No,Points,Postcard,Medium,1,No,Medium,1,1,4,No,110.5,9,117,283,33
10000,No,Cash Back,Postcard,Low,2,Yes,High,2,1,4,No,1813.25,1864,1753,1774,1862
10001,No,Points,Letter,High,1,No,High,1,1,3,No,168.75,252,141,196,86
10002,Yes,Points,Postcard,Medium,1,No,Medium,1,2,3,No,120.75,119,47,83,234
10003,No,Air Miles,Postcard,Low,1,No,Low,2,2,5,No,1032.5,1803,1216,921,190
10004,No,Cash Back,Letter,Medium,2,Yes,Medium,3,1,2,No,1190.75,350,1109,1726,1578
10005,No,Air Miles,Letter,High,1,No,High,2,3,3,Yes,879,970,746,854,946
10006,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,2,Yes,1104.25,276,1184,2057,900
10007,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,1235,1863,985,1202,890
10008,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1316,894,1222,1404,1744
10009,No,Cash Back,Postcard,Low,1,Yes,Low,1,1,3,Yes,1174.25,944,1299,1595,859
10010,No,Air Miles,Postcard,Medium,2,No,Low,3,1,5,No,889.5,483,802,1726,547
10011,No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,844,165,614,858,1739
10012,No,Cash Back,Postcard,Medium,2,No,Low,1,1,4,Yes,266,86,53,476,449
10013,No,Cash Back,Postcard,Medium,1,No,High,4,1,3,Yes,749.75,391,471,806,1331
10014,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,2,Yes,1096.75,1237,1178,928,1044
10015,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,1323,698,1637,2293,664
10016,No,Points,Postcard,High,2,No,Medium,1,1,3,Yes,853.5,1598,1201,596,19
10017,No,Cash Back,Letter,Low,1,No,Low,3,1,2,Yes,158.75,79,70,184,302
10018,No,Points,Postcard,Medium,1,No,High,2,1,3,No,1323.25,1316,1230,2166,581
10019,No,Points,Postcard,Medium,1,No,High,3,1,4,Yes,718.25,603,917,512,841
10020,No,Air Miles,Letter,Low,1,No,Medium,1,1,1,No,764.5,734,993,628,703
10021,Yes,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,910,197,468,1696,1279
10022,No,Air Miles,Letter,High,1,No,High,1,1,3,Yes,1120.5,283,1445,1554,1200
10023,No,Points,Postcard,Medium,1,No,High,2,1,5,No,949.5,200,1085,2068,445
10024,No,Points,Letter,Medium,2,No,Medium,2,1,4,Yes,1396.25,726,1360,1336,2163
10025,No,Air Miles,Letter,Low,1,Yes,High,1,1,5,Yes,426.75,433,446,364,464
10026,No,Air Miles,Letter,Medium,1,No,Low,2,1,5,Yes,1088.25,1596,1380,985,392
10027,No,Points,Letter,Medium,1,No,High,1,1,2,No,704.75,619,676,935,589
10028,No,Points,Postcard,High,2,No,Medium,3,1,3,Yes,1321.75,597,1071,1481,2138
10029,No,Cash Back,Postcard,High,1,Yes,High,2,1,2,Yes,992,199,1393,1499,877
10030,No,Points,Letter,Low,1,No,High,1,1,4,No,962.75,1545,1266,946,94
10031,No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,252.5,249,368,241,152
10032,Yes,Points,Letter,Medium,1,No,Low,3,1,2,Yes,1327.25,1255,1018,2116,920
10033,No,Points,Letter,Medium,1,Yes,Low,1,1,5,Yes,1131.75,1982,1450,777,318
10034,No,Air Miles,Letter,Medium,1,No,Low,3,1,6,Yes,1326.5,1351,886,1671,1398
10035,No,Points,Postcard,Medium,2,No,Low,1,1,2,Yes,892.5,463,773,976,1358
10036,No,Cash Back,Letter,Medium,1,Yes,High,2,1,5,Yes,1022,282,812,1374,1620
10037,No,Air Miles,Letter,High,1,No,High,2,2,6,No,962.75,1922,1067,614,248
10038,No,Cash Back,Postcard,Medium,1,No,High,3,2,5,No,1339,1320,1565,1993,478
10039,No,Points,Postcard,Medium,2,No,Medium,2,1,2,Yes,1193.75,1863,1341,1066,505
10040,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,,,,,
10041,No,Points,Letter,High,1,Yes,Medium,1,1,4,Yes,911.75,1573,1355,523,196
10042,No,Cash Back,Postcard,Medium,1,No,High,2,1,6,No,1349,587,987,1940,1882
10043,No,Points,Postcard,Medium,2,No,Low,3,1,4,Yes,1071,1817,1353,724,390
10044,No,Cash Back,Postcard,Low,2,No,Low,1,1,4,Yes,827.5,795,741,844,930
10045,No,Air Miles,Letter,Low,1,No,Medium,2,1,2,Yes,905,1561,921,809,329
10046,No,Points,Postcard,Medium,1,No,Medium,3,2,3,No,947.75,1549,1071,820,351
10047,No,Cash Back,Postcard,High,1,No,Low,4,1,3,Yes,711.25,533,949,576,787
10048,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,261.25,263,409,122,251
10049,No,Points,Letter,Medium,1,No,Low,2,1,5,Yes,1226,290,1402,1857,1355
10050,No,Points,Letter,High,1,No,Medium,1,1,5,No,1366.75,932,879,1619,2037
10051,No,Cash Back,Letter,Medium,1,No,High,3,1,3,No,972,379,1579,1495,435
10052,No,Cash Back,Postcard,Low,2,No,High,2,1,5,No,1077,1736,1182,976,414
10053,No,Air Miles,Letter,Low,1,No,High,2,2,4,Yes,615.5,724,646,551,541
10054,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,2,No,1094.5,181,903,1970,1324
10055,No,Cash Back,Letter,Medium,1,No,Low,2,1,5,Yes,1296.5,986,824,2065,1311
10056,No,Cash Back,Letter,Medium,3,No,High,2,2,4,No,307.25,448,166,286,329
10057,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,No,974.25,132,1232,1799,734
10058,No,Points,Postcard,Medium,2,No,High,2,1,2,Yes,1133.5,1950,1357,869,358
10059,No,Points,Postcard,Medium,1,No,Low,1,1,4,No,1001.75,1530,1485,760,232
10060,No,Cash Back,Letter,High,1,No,Medium,3,1,3,No,1123.75,221,1048,1253,1973
10061,No,Air Miles,Letter,Medium,2,No,High,2,1,2,Yes,993.75,1805,1408,621,141
10062,No,Points,Postcard,Medium,2,No,Low,1,1,4,Yes,1107.5,1764,1442,604,620
10063,No,Air Miles,Letter,High,1,Yes,Medium,2,1,3,No,1015.25,1693,1192,801,375
10064,No,Air Miles,Postcard,High,2,Yes,Low,2,2,2,Yes,966.75,1239,877,715,1036
10065,No,Cash Back,Letter,High,1,No,Low,2,2,3,No,1149,1234,1511,1202,649
10066,No,Points,Letter,Medium,1,No,Low,2,1,3,No,716.5,594,822,912,538
10067,No,Air Miles,Letter,Medium,1,Yes,High,1,1,5,Yes,298.75,306,303,120,466
10068,No,Air Miles,Letter,Medium,1,No,Medium,3,2,2,Yes,674.5,674,625,628,771
10069,No,Cash Back,Letter,High,1,Yes,Medium,1,1,2,Yes,974,1374,1461,501,560
10070,No,Points,Letter,High,1,No,High,1,1,3,Yes,689,560,592,970,634
10071,No,Points,Letter,Low,2,No,Medium,1,1,4,Yes,190.75,99,421,150,93
10072,No,Air Miles,Postcard,Medium,2,Yes,Low,3,2,5,Yes,1231.75,2163,1267,1063,434
10073,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,1051.5,1944,1447,640,175
10074,Yes,Air Miles,Postcard,High,2,No,Low,1,1,3,Yes,1215.5,1003,707,1752,1400
10075,No,Air Miles,Letter,Low,2,No,Medium,1,1,3,Yes,778,319,625,897,1271
10076,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,5,Yes,841.75,1544,1223,585,15
10077,No,Points,Postcard,High,2,No,Low,1,1,5,No,1064.5,221,720,1724,1593
10078,No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,174.75,120,236,312,31
10079,No,Air Miles,Postcard,Medium,1,No,High,3,1,2,Yes,1020.25,1722,1041,818,500
10080,No,Air Miles,Postcard,Low,1,Yes,High,1,1,5,No,1073,439,1608,1281,964
10081,No,Air Miles,Letter,High,1,Yes,High,1,1,4,No,1008.5,1750,1322,885,77
10082,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,1145.25,773,1243,981,1584
10083,No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,765.5,589,842,965,666
10084,No,Points,Letter,High,1,No,High,2,1,3,Yes,1173,1710,1385,1181,416
10085,No,Points,Letter,High,1,No,High,3,1,3,Yes,791.5,813,628,731,994
10086,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,880,234,522,1291,1473
10087,No,Cash Back,Postcard,Low,1,No,High,1,1,3,No,1060.75,672,1030,918,1623
10088,No,Air Miles,Postcard,Low,1,No,Low,2,2,4,Yes,211.25,313,44,105,383
10089,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,4,No,152.75,332,16,225,38
10090,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,845.5,205,668,1180,1329
10091,No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,175.25,293,171,152,85
10092,No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,829,256,947,1646,467
10093,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,Yes,1833.25,1547,1964,1983,1839
10094,No,Points,Postcard,Low,1,No,High,1,1,4,Yes,231.75,185,226,421,95
10095,No,Points,Letter,Low,1,No,High,2,1,3,Yes,692,644,509,967,648
10096,No,Cash Back,Postcard,Low,2,Yes,High,2,1,3,Yes,711.75,557,943,514,833
10097,No,Air Miles,Letter,High,1,No,Low,1,1,4,Yes,688.5,624,731,686,713
10098,No,Air Miles,Letter,High,1,No,Low,4,1,5,Yes,712.25,590,806,915,538
10099,Yes,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1047,1946,1033,731,478
10100,No,Cash Back,Postcard,High,1,No,Low,3,1,2,Yes,1042,1556,1410,665,537
10101,No,Cash Back,Postcard,High,1,No,Medium,1,1,5,No,224.75,273,153,186,287
10102,No,Air Miles,Postcard,Low,1,No,High,3,1,3,Yes,302.25,297,346,196,370
10103,No,Points,Letter,Medium,1,No,High,2,1,4,No,866.5,1404,1104,864,94
10104,No,Points,Postcard,Medium,2,No,High,1,1,5,Yes,155.75,326,53,187,57
10105,No,Air Miles,Letter,Medium,2,No,Low,1,1,2,No,1019.75,183,426,1572,1898
10106,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,905.75,860,981,934,848
10107,No,Air Miles,Letter,High,1,No,Medium,3,2,3,Yes,743.75,946,659,847,523
10108,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,821,823,738,932,791
10109,No,Points,Letter,Medium,1,No,High,2,1,3,No,1016.75,1604,1333,756,374
10110,No,Points,Letter,Medium,1,Yes,High,1,1,4,Yes,1732.75,1636,1964,1554,1777
10111,No,Air Miles,Postcard,Medium,2,No,Low,2,1,3,Yes,158.5,69,45,172,348
10112,No,Cash Back,Letter,Low,1,No,Low,3,1,4,Yes,254.25,83,102,457,375
10113,No,Points,Postcard,Low,1,No,High,2,1,3,Yes,746.75,341,1119,1111,416
10114,No,Points,Letter,High,1,No,High,1,1,4,Yes,116,7,9,326,122
10115,No,Points,Letter,Low,2,No,Low,3,1,5,No,363.25,292,276,408,477
10116,No,Cash Back,Letter,High,1,No,Low,1,1,3,No,902.25,913,962,829,905
10117,No,Points,Letter,Medium,2,No,High,2,1,5,Yes,917.5,1175,430,1493,572
10118,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,957.5,1884,1009,803,134
10119,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,No,710,742,579,786,733
10120,No,Air Miles,Postcard,Medium,1,Yes,Medium,3,2,2,Yes,1292,1904,1045,1218,1001
10121,No,Air Miles,Postcard,Medium,1,No,High,1,2,3,No,1103.25,1776,1420,806,411
10122,No,Points,Postcard,Medium,2,No,Medium,3,1,4,Yes,190.75,78,261,177,247
10123,No,Air Miles,Postcard,Medium,3,No,High,2,1,4,Yes,1203,1333,764,2187,528
10124,No,Points,Letter,High,1,No,Medium,1,1,3,Yes,749.5,791,689,689,829
10125,No,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,1054.75,975,1076,910,1258
10126,No,Air Miles,Letter,High,2,No,High,2,1,1,Yes,1006,1800,1239,930,55
10127,No,Air Miles,Postcard,High,1,No,High,2,1,2,Yes,1199.5,2145,1344,512,797
10128,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,5,No,730.25,670,939,779,533
10129,No,Cash Back,Letter,Medium,3,No,Medium,2,1,3,Yes,709.5,629,861,613,735
10130,Yes,Cash Back,Postcard,Low,1,No,Medium,1,2,5,No,1003.75,563,1564,1431,457
10131,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,1023.25,76,970,1278,1769
10132,No,Points,Letter,High,1,No,Medium,2,1,4,Yes,1024.25,1992,1272,625,208
10133,No,Points,Letter,High,1,No,High,1,1,4,No,231.5,60,486,356,24
10134,No,Points,Postcard,Medium,1,Yes,High,1,1,2,No,117.75,189,60,4,218
10135,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,1088.75,276,1153,1622,1304
10136,No,Cash Back,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,741.25,797,903,729,536
10137,No,Points,Postcard,Low,1,Yes,Medium,1,1,2,No,277,445,99,91,473
10138,No,Points,Postcard,Low,1,Yes,Medium,3,1,3,Yes,1041,636,918,1399,1211
10139,No,Cash Back,Letter,Low,2,No,High,1,1,4,No,222.25,480,152,208,49
10140,No,Air Miles,Letter,High,1,No,High,3,1,3,Yes,811.5,609,990,769,878
10141,No,Points,Letter,High,2,No,Low,2,1,2,No,1263.75,1860,1087,1364,744
10142,No,Cash Back,Letter,Low,1,No,Low,2,1,4,No,1348,447,1504,2077,1364
10143,No,Air Miles,Postcard,Low,1,No,Low,1,2,6,Yes,989.75,1705,1004,950,300
10144,No,Points,Postcard,Low,2,No,Low,2,2,3,Yes,1039,2190,857,778,331
10145,No,Points,Postcard,Medium,1,No,Low,1,1,4,No,738,575,956,776,645
10146,No,Cash Back,Letter,Low,1,No,Low,2,1,4,No,1307.5,801,1486,1891,1052
10147,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,939.75,1894,1167,641,57
10148,No,Points,Postcard,Medium,1,No,Medium,3,1,3,Yes,1200.5,2134,1049,882,737
10149,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,1,Yes,921,1630,1147,761,146
10150,No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,No,1288.5,1293,1614,1200,1047
10151,No,Air Miles,Letter,High,1,No,High,1,1,2,No,1314.5,726,936,1630,1966
